,stripped,readable
1226,big agribusiness hectare big miller would interested crop model modernize farm,Big agribusinesses with 4000 hectares and the big millers would be interested in crop modeling to modernize their farms.
1227,private rice grower want information,Private rice growers want information.
1228,time people want plant variety coop,Most of the time people want to plant the same variety if they re in a coop.
1229,big farm pick one two variety,"But the big farms, they ll pick one or two varieties."
1230,dr fall say precise term market request well know time whole grain rice come compete,"Dr. Fall says they should be more precise in terms of what the market requests they better know at what time whole grain rice will come and where, so they can compete."
1231,precise good professional rice producer need information good position market,"If you re a precise, good, professional rice producer, you need information to have good position in the market."
1232,current production enough constantly compete import market,"Not only is the current production not enough, you re also constantly competing against the import market."
1233,promote local rice,You also have to promote your local rice!
1234,need know consumer prefer dish variety want milled rice whole grain break,You need to know what consumers prefer for which dishes and what varieties they want for milled rice whole grain or broken.
1235,need information import miller handle rice local demand market environment miller environment consumer environment,"Need information about imports, how millers handle rice, local demand market environment, miller environment, consumer environment."
1236,senegal religious event people consume lot rice,In Senegal they have religious events where people consume a LOT of rice.
1237,get million people come town pilgrimage feed rice,You ve got a million people coming to a town in a pilgrimage and you have to feed them all rice!
1238,local market event plan,"For local markets, for an event, what s your plan?"
1239,review demand new project matam bakel value new technology try get new technology valley require go network,Review: Demand for new projects in Matam and Bakel; value for new technology; trying to get any new technology into the Valley requires going through the networks.
