	belief	title	author	year
2636	It is estimated that 94% of the population are Muslim and live peacefully with a minority of Christians and Roman Catholics.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2637	They denounced the free flow of media products from the North and called for the creation of alternative media.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2638	The participants in the one-to-one interviews included the managers of the project, the consultants/coordinators, the app developers, the farmers who were chosen as testers.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2639	The survey was distributed to 102 farmers in the districts of Koussanar, Missirah, and Tambacounda where farmers had been selected as testers for the FAO mobile app.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2640	The survey and interview data showed a wide penetration of mobile phones even if most of the farmers owned basic or feature phones.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2641	The remoteness of the site of the study was deplored by most of the respondents who suggested that, on account of the short duration of the pilot phase a site closer to the capital city would be preferable.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2642	Not only many ministries did not produce the data, but others were reluctant to deliver the required information.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2643	"The ambition of the UN agency to have an app ""branded FAO"" explained the reluctance to collaborate with entities that were already offering the same services."	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2644	Compared to other African countries, Senegal is well-equipped in terms of infrastructure and the cost of the Internet is considered affordable.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2645	Even at the level of the Agency for Post and Telecommunications Regulation (ARPT), the general opinion is that telecommunications companies abide by their terms of reference, many segments of the populations complain about the lack of coverage and network especially in rural areas.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2646	In this region which is seen as the most poverty-stricken in the country, farmers face structural difficulties to access land, equipment, and inputs.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2647	Most farmers use their phones to connect with families and friends, get information, or reach out to extension workers.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2648	When it comes to an Internet connection, only a few farmers (2.9%) access the Internet through broadband connection compared to 22.5% who purchase Internet passes and 66.7% who get connections from other ways.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2649	The project managers decided to consult with fifty farmers who were chosen as testers.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2650	However, it came up from the data, that information about weather and crop calendar is more praised by farmers on account of the impact of climate change and the variations in the rainfalls.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2651	Also, farmers seemed to face other structural issues that are more crucial and cannot be sold by the provision of an app.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2652	In such an approach, the traditions of local people which include agricultural practices inherited from the ancestors are considered obsolete and improper for an increase of production.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
